GOID,Title,Date,Publisher,sent_of_interest,Sourcetype,Year,claude_category,group
2083790611,Is California’s Democratic Party swinging too far left?,7/20/2018,Los Angeles Newspaper Group,"“They’ve been listening to party leadership, not the grassroots campaign.”
The California Democratic Party “is becoming more issue-based, instead of just who we know,” Rizvi added. Aszterbaum rejects the idea that Democrats will scare off voters by going too far left. Sanders’ success, he said, shows how an agenda catering to working-class Americans can attract people who normally aren’t interested in politics. “I feel confident we’ll only have positive results if Democrats become economic populists rather than embracing lukewarm liberalism,” he said. ‘Pie in the sky’
Eric C. Anderson, a former assistant political science professor at the United States Air Force Academy who worked as a pollster for Midwest political campaigns, has a different take. “The decision to cast all lots with Hillary in 2016 suggested a party tending toward caution and conservative/protective measures,” he said.",Newspapers,2018,"group, ideology",['Democrats']
1844833027,Reeling Democrats ponder whether Ellison is right pick to heal wounds,12/1/2016,Tribune Content Agency LLC,"Debbie Wasserman Schultz, abruptly stepped down ahead of the Democratic National Convention earlier this year after leaked e-mails showed she had favored Hillary Clinton to win the presidential nomination over Sen. Bernie Sanders. If Ellison wins control of the party's political arm, he would be charged with bridging a yawning gap between the older and more urban base of the party and the younger, more vocal coalition that was drawn to Sanders' insurgent candidacy. ""I think the Democratic Party is always going to be the marriage of the civil rights community and economic populism for all,"" said Ellison, who initially supported Sanders and then shifted to Clinton once she clinched the nomination. Sanders was an early endorser of Ellison for party chairman. For Ellison, the day-to-day work of running to head the DNC is a grueling slog through phone lists, long conversations with anxious party leaders and time in front of a computer answering e-mails. The path to victory is far from certain.",Newspapers,2016,"person, group",['Sanders supporters']
3082054739,Democrats refocus political messaging,7/18/2024,Gannett Media Corp,"""They pretended that they are a pro-worker, pro-union party. But ... America saw right through their act,"" Quentin Fulks, a Biden-Harris deputy campaign manager, said at the top of the news conference. Their remarks come as some parts of the GOP have ventured into a new brand of economic populism. On Monday, Teamsters President Sean O'Brien had railed against big business in a prime-time address at the convention and called out politicians who oppose labor unions regardless of their party. Vance is a strident critic of the party's internationalist wing who has voiced his support for antitrust legislation, and, like Biden, visited a United Auto Workers picket line. It's unclear how much sway Vance would hold in a second Trump term.",Newspapers,2024,"person, policy, group",['not Republicans']
1927189902,The parties are broken. Will someone finally work outside the system?,8/8/2017,Los Angeles Times Communications LLC,"His media cheerleaders increasingly define conservatism not as adherence to any program, but personal loyalty to Trump. Hence the rising call from figures such as the recently suspended Fox News host Eric Bolling to purge the party of “RINOs” (Republicans In Name Only) who are critical of the president. If Trump had an approval rating in the high 50s instead of the low 30s, following this advice would not threaten the fragile GOP majority. The Democrats have settled on economic populism as their unifying theme not so much because that’s where all the passion is, but because they can’t agree on any other agenda that would enlarge their coalition. The GOP, in turn, is shrinking its ideological commitments - and appeal - and focusing instead on populist rage and the president’s cult of personality. Both courses leave vast swaths of the electorate up for grabs. As a result, there’s the potential for an opening in 2020 for some opportunistic figure - Mark Zuckerberg?",Web Resources,2017,"person, group, ideology",['Democrats']
1676581596,Sanders is 'running ... to win',4/30/2015,Gannett Media Corp,"""There's no doubt Sen. Sanders will force a spirited discussion within the Democrat Party on the issues, something Hillary Clinton has sought to avoid in her pursuit of a coronation,"" said RNC press secretary Allison Moore. Democratic National Committee spokeswoman Holly Shulman said Democrats ""expect a competitive primary for the Democratic nomination."" Sanders will bring populism to the Democratic primary, said a spokesman for the Progressive Change Campaign Committee. ""The goal of many progressives in 2016 is to ensure that the election is fought over big, bold, economic populist ideas like expanding Social Security benefits, a national goal of debt-free college, Wall Street reform, public financing of campaigns and creating millions of clean-energy jobs,"" said Adam Green, the group's co-founder. ""Bernie Sanders will certainly help pull the debate in that direction."" Some progressive groups said they are still hoping for Sen. Elizabeth Warren of Massachusetts to seek the Democratic nomination. Warren has said she does not intend to run for president.",Newspapers,2015,"person, policy, group, ideology","['progressives', 'Progressive Change Campaign Committee']"
1503602864,Are the Democrats getting too liberal? (Posted 2014-03-01 02:57:31),1/1/2014,WP Company LLC d/b/a The Washington Post,"For example, in 2008 they made up 56 percent of New Hampshire Democratic primary voters and 54 percent of Iowa caucus-goers. In the shutdown era, Democrats have had a more moderate image nationwide than the tea-party-burdened GOP. But that image may be at risk if liberal Democrats set the pace for the party. We could see them rally around a progressive leader -- Warren, de Blasio or some yet-to-emerge candidate -- who speaks their language of economic populism. If the agenda of this new New Left drives Democrats' choices, it might weaken the ideological and demographic coalition that has led the party to victory in four of the past six national elections. akohut@pewresearch.org Read more from Outlook: Andrew Kohut: The numbers prove it: The GOP is estranged from America Friend us on Facebook and follow us on Twitter.",Web Resources,2014,"person, ideology, group",['liberal Democrats']
1791378949,How the Next U.S. President Could Change Opportunity in Cities,5/25/2016,"Next City, Inc.","One of the most popular terms being thrown about in this year's U.S. presidential campaign is ""economic populism,"" which is one of those vague expressions that can mean almost anything. Economic populism has been cited as the reason to raise the minimum wage (and help solve wage inequality), as well as the reason to not raise it (a higher minimum wage could lead to job loss). 

Yet both Democrats and Republicans are zeroing in on this issue. That is odd in presidential election history, as the Democrats have usually cornered the market on raising wages and economic opportunity for the masses, while the Republicans -- representing the Wall Street corporate and Main Street business establishment -- have always tried to hold the wages down.",Magazines,2016,"ideology, group","['Democrats', 'Republicans']"
2498698221,GOP's shifting focus opens a path for Biden,3/9/2021,"CNN Newsource Sales, Inc.","In his northeastern Pennsylvania district, Cartwright says, ""you would struggle to find somebody who wasn't affected by this pandemic negatively in some way.""
That includes local Republican officials in cities and towns, Kind notes, who are eager for the bill's assistance -- despite congressional Republican attempts to tag its aid for local governments as a bailout to poorly run Democratic cities and states. ""The [congressional] Republicans are overplaying their hand by trying to make this more partisan than it is back home,"" he says. One Republican police chief in his district, Kind says, even told him that by opposing the local aid, Republicans ""are the ones who are really defunding law enforcement and our first responders.""
Yet just as important as the changed circumstances may be the evolving priorities of the GOP voter base. ""Donald Trump may have shifted the GOP coalition to a more economically populist position or revealed that there's just less appetite for spending discipline on the right than there was before,"" Republican pollster Kristen Soltis Anderson told me in an email. If anything, questions about whether to increase or shrink government are now more likely to divide than unite Republican voters, notes Henry Olsen, a senior fellow at the conservative Ethics and Public Policy Center. Though Republican partisans still generally recoil at higher taxes and oppose programs they view as transfer payments for the poor, a recent poll of Trump voters that Olsen supervised, for instance, found substantial support among them for spending on Social Security and Medicare (entitlements that benefit the predominantly White senior population). ""I think it's pretty clear that in the modern Republican Party, spending control for its own sake is a minority taste, not a majority taste, and that partly explains why there hasn't been this massive uprising at a $1.9 trillion bill,"" Olsen says.",Newspapers,2021,"person, group, ideology",['Trump voters']
1518215190,Morning Plum: What does 'running on Obamacare' look like?,4/22/2014,WP Company LLC d/b/a The Washington Post,"regulations could lead to cuts of over one billion tons of emissions annually. With Congress locked in stalemate, Obama's legacy will be determined by his willingness to exercise executive authority to curb carbon emissions -- something that will not be politically easy to do. * AND A NEW 'PROGRESSIVE BOOK CLUB': With Elizabeth Warren's new book on Wall Street and the 99 percent due out today, the Progressive Change Campaign Committee is launching a new progressive book club that will feature national telephone discussions with noted liberal authors, beginning with Warren herself. This sort of thing is worth watching to determine whether the development of an economic populist wing of the Democratic Party is underway, which could have broad ramifications for 2016 and beyond. What else?",Web Resources,2014,"person, group",['economic populist wing of the Democratic Party']
2736573037,The Biden Administration Does Not Need Another Wall Street Adviser,11/16/2022,Newstex,"The Revolving Door Project, a Prospect partner, scrutinizes the executive branch and presidential power. Follow them at therevolvingdoorproject.org.Democrats defied expectations and dueled the Republicans to a draw in the midterm elections last week. Public rage at corporate price-gouging is a big part of why. As the Prospect’s David Dayen wrote, swing-seat candidates from Alaska to Minnesota to Pennsylvania won when they campaigned against corporations using inflation as a smoke screen to jack up prices.Far from sinking Democrats’ electoral chances, economic populists showed how to successfully turn the issue of inflation back around on Republicans. One of the clearest takeaways from the midterms is that if Joe Biden wants to defang criticism of how he’s handled inflation—which does appear to finally be dropping, but still bothers voters—he should target big business and Wall Street.Instead, the Biden White House is apparently desperate to bring a Wall Street businessman into a senior administration job. And the Wall Streeter they’re publicly considering made his wealth doing everything the administration claims to stand against.On Friday, Axios reported that White House officials “are considering recruiting a seasoned business executive—potentially a Wall Street banker—to join the White House in a senior role.” According to Axios, “After being blindsided by inflation, the president’s team wants to ensure he is getting a 360-degree view of the economy, even if that means inflaming the party’s progressive base by bringing in a figure with corporate finance and investment expertise.”Read more from the Revolving Door ProjectFirst, this argument is ludicrous. The White House does not need to hire someone to get a banker’s perspective on inflation.",Web Resources,2022,"group, ideology","['economic populists', 'Democrats']"
2315020683,"The left smells a rat in Bloomberg, Patrick bids",11/18/2019,POLITICO LLC,"LONG BEACH, Calif. — Democratic donors say they want Michael Bloomberg and Deval Patrick to run for president because they’re petrified that a left-wing candidate can’t defeat President Donald Trump.But progressives see a more sinister effort afoot.Aides and allies to Bernie Sanders and Elizabeth Warren, among other liberals, perceive the eleventh-hour campaign launched last week by Patrick — and the prospect of an impending Bloomberg 2020 bid — as an attempt to crush an ascendant left wing that would expand government more than any other Democratic president in decades. In their view, Patrick and Bloomberg are stalking horses for moderate Democrats, high-dollar contributors and bundlers desperate to halt the momentum of the economic populists at the top of the polls — and regain control of the party levers. It’s no minor intra-party spat in an election where all wings of the Democratic Party will need to be working in concert to beat Trump. “There’s clearly anxiety from parts of the Democratic Party establishment and donor class about becoming a party that is unapologetic about taking on oligarchs, whether they’re Donald Trump or Jeff Bezos,” said Waleed Shahid, a former Sanders aide who now works for the progressive group Justice Democrats. “While he’ll basically try to buy votes through tons of ads, billionaire candidates like Bloomberg remain deeply unpopular.",Web Resources,2019,"person, group, ideology","['progressives', 'economic populists']"
1470428594,Judging the NSA; A transcript of the weekend's program from FOX News Channel.,12/23/2013,Dow Jones & Company Inc.,"O'Grady: The danger is that these sound bites are then taken by people who would defend the state. Gigot: OK, Mary, thank you. When we come back, a ""Wall Street Journal"" op-ed exposes a nasty split among Democrats. Is economic populism a dead end for the party? *** Gigot: Well, a battle is raging inside the Democratic Party over an op-ed we recently published in the ""Wall Street Journal."" Two veteran Democratic operatives, now with the think tank Third Way, argue that economic populism is a dead end for their party, and the Elizabeth Warren/Bill de Blasio agenda won't play well outside of Massachusetts or New York. And now the campaign is on to purge these infidels from the liberal ranks. So, James, Jon Cowan and Jim Kessler wrote in our paper.",Newspapers,2013,"person, group",['Democrats']
2618588968,It's still Trump's GOP,1/11/2022,NPR,"SAM SANDERS: Save for the vaccines, are there other areas where the current GOP has also moved away from Trump and gone further right.  MCKAY COPPINS: You know, I guess, like, one thing that I've been watching with some interest is the rise of what is called the national conservatism, which is basically the nationalist movement that Trump helped launch. So it's kind of this right-wing ideological movement that is sort of Trumpism minus Trump. And I think that when Trump ran for president in 2016, he talked a big game about these kind of economic populist ideas that he was going to impose. And then in a lot of ways, once he became president, he sort of governed like an old-school, you know, fiscal conservative with, you know, big corporate tax breaks and deregulation and things like that. I'm interested to see how much that movement gains traction in the Republican Party and whether it goes even further than Trump did as president.  VANN R NEWKIRK II: And I think if you look at - you know, we're thinking about democracy, obviously, and Trump has had and endorsed a lot of things that are - essentially would rule out democracy.",Other Sources,2022,"ideology, group",['not Republicans']
2895188587,Have progressive activists led Democratic Party astray?,11/30/2023,"Tribune Publishing Company, LLC","If you think you're going to win no matter what, why not indulge yourself? Teixera and Judis focus on four issues that tend to turn off more voters than they attract - at least in the way Democrats frame them: race, immigration, transgenderism and other forms of what they call ""sexual creationism,"" and climate change. None of this is to say Teixeira and Judis are conservatives on any of these issues. Their point is that prioritizing extreme framing on these causes to the exclusion of the Democrats' traditional economic populism made millions of white working-class voters feel like Democrats no longer cared about people like them. Now there's evidence that some of the nonwhite working class is going with them. Obsessed with the intraparty fight, waged largely in the media, Democratic activists tend to treat any issue ""hyped"" by the right as illegitimate. The border crisis may not be the threat Tucker Carlson describes, but that doesn't mean it's not a crisis.",Newspapers,2023,"ideology, group",['Democrats']
1677223315,Sanders says he can win Democratic nomination with grassroots support,4/29/2015,"USA Today, a division of Gannett Satellite Information Network, Inc.","It made a lot more sense for me to work within the Democratic primary system where it's much easier to get on the ballot and have a chance to debate the other candidates.""  Sanders will force Clinton to engage in a real primary debate, said a spokeswoman for the Republican National Committee.  ""There's no doubt Senator Sanders will force a spirited discussion within the Democrat Party on the issues, something Hillary Clinton has sought to avoid in her pursuit of a coronation,"" said RNC press secretary Allison Moore.  Democratic National Committee spokeswoman Holly Shulman said Democrats ""expect a competitive primary for the Democratic nomination.""  Sanders will bring populism to the Democratic primary, said a spokesman for the Progressive Change Campaign Committee.  ""The goal of many progressives in 2016 is to ensure that the election is fought over big, bold, economic populist ideas like expanding Social Security benefits, a national goal of debt-free college, Wall Street reform, public financing of campaigns, and creating millions of clean-energy jobs,"" said Adam Green, the group's co-founder. ""Bernie Sanders will certainty help pull the debate in that direction.""  But some progressive groups said they are still hoping for Sen. Elizabeth Warren, D-Mass., to run. Warren has said she does not intend to enter the Democratic primary.",Newspapers,2015,"person, policy, group, ideology",['progressives']
2042394708,Strike tests Trump’s appeal to blue-collar workers,2/6/2017,POLITICO LLC,"WATERFORD, N.Y. — An early test of President Donald Trump’s relationship with organized labor is taking place here at a chemical plant on the banks of the Hudson River.With his message of economic populism, Trump — who ran better among union households than any Republican since Ronald Reagan in 1984 — has a unique opportunity to drive a wedge between Democrats and blue-collar workers. But he’s also surrounded by corporate executives who seem to have his ear.There’s no better example of those conflicting pressures than the strike outside the Momentive Performance Materials plant, where workers have been picketing for close to 100 days, protesting the latest round of givebacks demanded by the hedge fund managers who bought the plant when General Electric spun it off in 2006. That group of managers until recently included Steve Schwarzman, head of the private equity giant Blackstone — who chairs Trump’s advisory panel of CEOs known as the Strategy and Policy Forum. The panel’s mandate, Trump has said, is to “discuss all the things you think we can do to bring back our jobs.”While Trump has been quick to rip companies on Twitter when they move jobs overseas, he hasn’t yet used his bully pulpit to take sides in a labor-management dispute.",Web Resources,2017,"person, policy, group, ideology",['blue-collar workers']
2269780617,Republicans are becoming economic populists again. That's a good thing,8/8/2019,Guardian News & Media Limited,"In 1956, the Republican party met for its national convention in San Francisco and laid out a platform that won President Dwight D Eisenhower a second term in office. The Republican platform boasted about raising the minimum wage, expanding social security and increasing the number of workers joining unions. But in the decades following, the party drifted away from economic populism and the belief that the machinations of government could be put to work to tame the market and empower workers. “The nine most terrifying words in the English language are: I’m from the government, and I’m here to help,” Ronald Reagan quipped in 1986. Under Reaganism, the conservative intelligentsia came to view the market as supreme – often in opposition to its own voting base. That is still the case.",Web Resources,2019,"ideology, group",['not Republicans']
914171537,The roots of a Republican culture warrior,1/6/2012,New York Times Company,"That year, Mr. Santorum narrowly defeated the Democratic incumbent, Doug Walgren, by painting Mr. Walgren as an absentee congressman who spent too much time in Washington -- a charge that would later cost Mr. Santorum his Senate seat in 2006. He arrived in Washington in 1991 and promptly made a name for himself as a member of the so-called Gang of Seven, who helped expose scandal in the banking practices of the House. All seven were freshmen, all had won in a difficult year for Republicans, and they felt emboldened. ""All of them were back-benchers who felt like they had been largely abandoned by the national party and had a formula for success, which was connecting with blue-collar and nontraditional Republican voters on values and economic populism,"" said Ralph Reed, who at the time ran the Christian Coalition, an evangelical group. ""They came into the House loaded for bear,"" he said. Mr. Santorum promoted school vouchers and changing the welfare system, blending his Catholicism with a small-government philosophy that foreshadowed what Mr. Bush would later call his ""compassionate conservative"" agenda. Mr. Santorum called it the ""community renewal agenda."" In 1996, he was instrumental in passing the welfare overhaul that President Bill Clinton signed into law.",Newspapers,2012,"person, policy, group",['Gang of Seven']
2012832576,Tariffs are a blessing and a curse for Indiana,3/12/2018,"USA Today, a division of Gannett Satellite Information Network, Inc.","Indiana's manufacturers have a different view. Many of those businesses use steel in their products or sell their goods to other countries that might retaliate if the tariffs spark a broader trade war.  
""Since these manufacturing companies are such a large share of income and jobs in Indiana, it is likely that the Indiana economy would suffer from the tariffs even though we do produce aluminum and steel,"" said Wally Tyner, an agricultural economics professor at Purdue University.  
In a state Trump won by 19 percentage points on an economic populist message, public officials are sharply divided over his policy.  
Indiana's Republicans, who have championed free-trade policies for years, have mostly praised Trump's effort to stand up for American steelworkers while also pressing the president to take a more tailored approach.  
Indiana Gov. Eric Holcomb said he supports changes that punish ""those who do not play by the rules."" But he also said he wants ""exemptions that protect Indiana's trading partners.""  
On the other side of the political fence, one of Indiana's House Democrats, Rep.",Newspapers,2018,"policy, group",['steelworkers']
1865223525,In his own words: What does Steve Bannon believe?,2/6/2017,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","In his talk at the Vatican, organized by the Human Dignity Institute, he called Vladimir Putin a state-capitalist kleptocrat, and added: ""Putin, when you really look at some of the underpinnings of his beliefs ... a lot of those come from what I call Eurasianism. He's got an adviser who hearkens back to Julius Evola and different writers of the early 20th century who are really supporters of what's called the traditionalist movement, which eventually metastasized into Italian fascism.""
Ultimate political goal
To destroy the modern Republican party. He wants it transformed into a nationalist-economic populist party like Europe's right-wing movements. Bannon was raised in a Democratic household, became a Republican, and eventually turned on mainstream politicians in general. He told the Vatican event: ""I could see this when I worked at Goldman Sachs - people in New York that feel closer to people in London and in Berlin than they do to people in Kansas and in Colorado, and they have more of this elite mentality that they're going to dictate to everybody how the world's going to be run ... The Tea party in the United States' biggest fight is with the Republican establishment, which is really a collection of crony capitalists ...",Web Resources,2017,"person, ideology, group",['Tea Party']
2522989113,Lindsey Graham says Republican Party can’t move forward without Trump: ‘We can’t grow without him’,5/7/2021,WP Company LLC d/b/a The Washington Post,"And he also could destroy it.""
Critics were quick to slam Graham for saying Republicans can't move on without Trump, and his comments were trending on social media well into Friday. Rep. Eric Swalwell (D-Calif.) tweeted a video of Graham's comments with lyrics to the Michael Bolton song ""How Am I Supposed to Live Without You?""
But Graham was steadfast in his stance that the party needed Trump to attract new talent in hope of taking back the Senate or House in next year's midterm elections. On Thursday night, Graham claimed to Hannity that potential GOP candidates are attracted to ""the Trump Republican Party,"" saying that conservatives who were against ""economic populism"" and the former president's ""America First agenda"" were not seeing the present and future of the party. ""If you don't get that as a Republican, you're making the biggest mistake in the history of the Republican Party,"" he said.",Web Resources,2021,"person, group, ideology",['Trump Republican Party']
2214866113,Republicans and the Rich,7/23/2013,New York Times Company,"capital split: Instead, there were two parties of capital, each representing a different (though sometimes overlapping) coalition of corporate interests and a different wealthy demographic – and the Republicans were worse off, politically, for that shift. Now there are two ways a party can react when part of its coalition swings into the other party’s orbit – by trying to win that constituency back, or by trying to expand its margins somewhere else. The former option, in this case, would mean courting wealthier voters even more aggressively than the Bush-era party did, and trying mobilize entrepreneurs the way Karl Rove mobilized evangelicals. The latter would mean finding a way to make the Republican Party more appealing – via, yes, some kind of economic populism — to the middle class and working class voters whose parents and grandparents would have been New Deal/Great Society Democrats, but who have shifted back and forth between the two coalitions since the 1970s. Obviously a lot of different things have happened inside the Republican Party in the last four years, but to some extent you can see the G.O.P.’s anti-Obama, post-2008 strategy as an attempt to execute the first approach. Republicans attacked the president as a European-style socialist, framed the political debate in “makers versus takers”/47 percenter terms, chose a successful businessman-cum-corporate raider as their nominee, made “you didn’t build that” their convention slogan, and cast the entire election as a referendum on American capitalism. Meanwhile, Bush-era compassionate conservatism was abandoned and nothing really took its place: Apart from some purely cynical China-bashing, the party’s only economic pitch to hard-strapped Americans was a ritualistic invocation of the unemployment rate.",Web Resources,2013,"ideology, group",[]
1695822501,Romney makes history; fights for GOP soul,1/11/2012,The Globe and Mail,"""If we identify capitalism with rich guys looting companies, we're going to have a very hard time protecting it,"" Mr. Gingrich told Fox News on Tuesday. ""This is why you have this underlying anger about the financial class."" Mr. Gingrich may have no greater goal than fratricide. But by putting modern capitalism on trial he may have also set off a civil war within the Republican Party. Economic populism has traditionally been the purview of Democrats, from Andrew Jackson's dismantling of the Second Bank of the United States in the 1830s to Mr. Obama's characterization of income inequality as the ""defining issue of our time."" Mr. Gingrich appears to want to make it a tenet of Republicanism, too. Purposely or not, he has aggravated an emerging fault line within the Republican Party that pits the economic populism of the Tea Party against the corporate capitalism of the GOP establishment and its Chamber of Commerce allies. This kind of existential conflict is hardly promising for a party eyeing the White House. Many of the same Republican kingmakers who have been skeptical of Mr. Romney's moderation came to his defence on Tuesday.",Newspapers,2012,"person, ideology, group","['Tea Party', 'Democrats']"
2913619820,How left-wing economic populism defines the Biden administration,1/11/2024,"ContentEngine LLC, a Florida limited liability company","This revolt spawned the Tea Party, the conservative rebel movement that inflicted legislative defeats on Obama in the second year of his administration. In 2016, when he asked a potential Donald Trump voter who his second choice would be at the polls, Green heard: Bernie Sanders. When he asked the same question of a Bernie Sanders supporter, he heard: Donald Trump. It was economic populism exploding in the wake of the financial orgy of the first decade of the millennium. The book places the ""original sin"" at the moment when the Democratic Party abandoned Franklin Roosevelt's New Deal ideals in 1978. Jimmy Carter, a weakened president, was facing the oil crisis, high inflation and unemployment. The newly formed financial lobby convinced Carter and the Democrats that the solution was to cut taxes and ""build capital.""
The Democratic campaign finance faucet began to gush.",Newspapers,2024,"person, ideology, group",['Tea Party']
1872123210,State Dems plot resistance to Trump,2/27/2017,Gannett Media Corp,"SiX Action, a non-profit trying to help Democrats regain power at the state level, marshaled 40 different left-leaning organizations to help coordinate the effort. It includes bill introduction ceremonies to draw media attention even in states where the legislative packages face an uphill battle because Republicans control both chambers. State lawmakers are offering provisions that, according to polls, enjoy broad public support to also include overtime pay, paid family leave requirements and equal pay for women. Populist message
During his campaign, Trump prioritized a message of economic populism, including reopening coal mines and steel mills and advancing a major infrastructure spending bill. His first month in office has been dominated by divisive cultural issues -- such as a travel ban, expedited deportations and the repeal of a transgender bathroom executive order -- rather than the issues that matter most to the struggling working-class voters, a number of whom also supported former president Barack Obama. The White House did not respond to two requests for an outline of pro-worker policies. Trump has made clear his approach is heavy on eliminating federal regulations and he is reportedly planning to turn back Obama-era initiatives on carbon emissions from power plants, coal mining on federal land and government authority over bodies of water.",Newspapers,2017,"person, policy, group, ideology",['working-class voters']
2623588637,State Department Hosts Foreign News Briefing on Understanding American Voter,1/29/2022,Targeted News Service,"They have a deep connection with Donald Trump; they're extremely enthusiastic about him remaining a part of politics and being - are happy with the things that he did during his presidency.We have a group we call the committed conservatives, which are, again, very conservative but they have some reservations when it comes to Trump. They tend to be focused a little bit more on economic issues, and they depart from some of our other conservative groups in their views of immigration and immigrants, and are maybe what some people think of as more traditional Republicans before the age of Trump.We have a group we called the populist right, which is a really interesting group. They have very hard-line views when it comes to immigration, but they endorse some broader skepticism of the economic system, which is unusual for Republican groups. So they tend to think that the economy is unfair, they're okay with taxes on the wealthy, they adopt some of these more economic populist attitudes. Again, that is a little unusual for groups on the right.And then the last group that we'll talk about here is the ambivalent right. This is the youngest Republican-oriented group, and actually a fair share of these people aren't Republican identifiers. This is the group that was most mixed of our political typology groups.",Newspapers,2022,"person,group,ideology",['populist right']
3128570012,OPINION: Why Kamala Harris lost,11/15/2024,"Uloop, Inc.","What the Democratic establishment fails to grasp is that bipartisanship isn’t a priority for American voters. Instead, it symbolizes the empty rhetoric of compromise and high road ideals that serves democratic elites while leaving working people behind. More critically, it places Democrats firmly on one side of a more profound divide: the elite versus the people. 
This fundamental misreading explains the Democrats’ hesitance to embrace economic populism. But perhaps this isn’t a misunderstanding at all. Through flaunting celebrity endorsements and a reluctance to adopt economically populist messaging, Democrats have struggled to shake the image of being the party of moralistic, well-educated coastal elites — an image that, in 2024, became a reality. 
As we saw, such an elite and closed-off coalition failed to win on the national stage.",Newspapers,2024,"ideology, group",['not Democrats']
2410080216,Sen. Elizabeth Warren Campaigns With Hillary Clinton In Ohio,6/27/2016,NPR,I don't know if I had that enthusiasm as much before seeing her speak today. KHALID: Carey voted for Sanders but says now she'll support Clinton in November. Warren is essentially Bernie Sanders' soul sister. They both focus on economic populism and cater to the far left of the Democratic Party. And so she could help unify the party. NICK MILLER: I was a - definitely a really big Bernie supporter during the primary. KHALID: That's Nick Miller.,Transcripts,2016,"person, group",['far left of the Democratic Party']
1859806870,"Mnuchin in Hot Seat | Mortgage Market's $1 Trillion Worry | Chinese Scrutiny on FX, Bitcoin | Obama Races to Finish Probes | Special Report: New Era for Wall Street in Washington | Rubin's Take: Democrats Ready to Pounce; The Wall Street Journal's financial regulation newsletter for Thursday, January 19, 2017.",1/19/2017,Dow Jones & Company Inc.,"Rubin's Take: Democrats Ready to Pounce If Deregulatory Push Flounders
Mnuchin to Address IndyMac Questions at Confirmation Hearing
The Mortgage Market's $1 Trillion Pocket of Worry
Obama Administration Races to Finish Probes, Wring Payouts
Bitcoin Trading Faces Greater Scrutiny in China
Democrats Ready to Pounce If Deregulatory Push Flounders
Democrats are about to be on the losing side of countless political battles with the White House and both chambers of Congress under Republican control. But as the Democrats try to reposition themselves as a party of economic populists, bequeathing responsibility for major legislative changes may ultimately work in their favor. Republicans have made no secret that they plan to make hugely consequential changes to financial regulation in the early days of the new Congress and administration. Much of the Dodd-Frank financial-overhaul law
 could be scrapped, agencies like the Consumer Financial Protection Bureau
 and Office of Financial Research
 could be retooled or eliminated altogether, and agency heads will be replaced with new leaders, many of them with ties to the financial industry. All of these changes, if carried out, may have the salutary effects on credit conditions, economic growth and financial stability that Republicans promise.",Newspapers,2017,"group, ideology",['Democrats']
3080867151,Conservative Daily News: The Trump-Vance Ticket Is Bold Politics At Its Finest,7/16/2024,Newstex,"The move was bold and brilliant, and reinforces that the New Right that Trump leads is poised for a once-in-generation chance to remake U.S. politics. Vance once shared the skepticism many of us had for Trump before he became the nominee in 2016. But the two men made amends when they saw each other for what they were: Trump the catalyst to disrupt the losing corporatist Republican Party of old and Vance the appealing young man who made the intellectual and emotional case for Trump’s economic populism in his book, “Hillbilly Elegy.” Since then, Vance has evolved into a political force for much of what Trump and the New Right seek: economic opportunity for middle America, a controlled border, reduced immigration, tariffs on China and others and a far more reticent foreign policy. More broadly, these steps mean a slap down of the corrupt and inept powers that run government and business. Trump followed the wise and then-revolutionary move Bill Clinton made ahead of his election victory in 1992. Clinton chose as his running mate then-Tennessee Democratic Sen.",Web Resources,2024,"person, ideology, group",['New Right']
2422904894,United States: Biden Forges Brand of Liberal Populism to Use Against Trump,7/13/2020,Thai News Service Group,"Jayapal, who helped lead the Biden-Sanders health care task force, said that means being ""alongside him, of course, and then sometimes be out in front.""Likewise, Varshini Prakash of the Sunrise Movement, a leading environmental advocacy group, said her group won't abandon the Green New Deal. But she credited Biden for embracing a level of public investment that would remake the energy economy during the pandemic recession. Biden has managed party unity that wasn't present four years ago.""I don't consider Biden's proposals a political hat tip to progressives as much as rising to the moment we're living in,"" said Adam Green, co-founder of the Progressive Change Campaign Committee and a Warren ally. The former vice president also has amassed an impressive slate of endorsements and built a stable of regular campaign surrogates, including all his major primary rivals.Many of them held events in the hours and days following his speech Thursday in a show of force that Trump, even with his intense online presence and fervent base, would be hard-pressed to match.For his part, Trump accused Biden of ""plagiarizing"" his economic populism but also tarred Biden as a leftist who can't win.""It's a plan that is very radical left, but he said the right things because he's copying what I've done,"" Trump said Friday before departing the White House for Florida. Kaufman said Biden will continue campaigning as a nominee unconcerned about such labels. ""What's allowed him to survive all these years,"" Kaufman said, ""is that he's not into any of those characterizations."" - VOA",Newspapers,2020,"person, policy, group",['not Trump']
2791116889,A Republican Spending Problem,3/27/2023,New York Times Company,"The G.O.P. dilemma
The Republican Party has not yet figured out a solution to this problem. If the party were guided solely by public opinion, it might put together an agenda that was well to the right of the Democratic Party on social issues while also calling for higher taxes on the rich. “There is quite a bit of economically populist appetite even among Republicans for raising taxes on the wealthy and corporations,” Bryan Bennett, who oversees polling at the Hub Project, a progressive group, told The Atlantic. But the Republican Party retains enough of its wealthy base that it remains staunchly opposed to tax increases. Instead, Republicans say that the solution to the budget deficit involves less spending. But the specific cuts that they have talked about so far — like calls to reduce Medicaid and food stamps — don’t come close to balancing the budget.",Web Resources,2023,"person, group, ideology",['progressives']
