GOID,Title,Date,Publisher,sent_of_interest,Sourcetype,Year,claude_category,policy
1786227178,"Clinton to bend, but not too far, to woo Sanders voters",5/3/2016,Gannett Media Corp,"Polls show only a little more than a third of voters consider her ""honest"" and ""trustworthy."" However, Democrats are betting if Donald Trump is the Republican nominee, he'll drive moderate suburban swing voters, and possibly some Republican women, into Clinton's column. That means the risks that come with alienating the Democratic base may be greater than those of failing to court  centrist voters. ""They may not need to move too far to the center because many of these suburban swing voters are so repelled by Trump,"" said Larry Jacobs, a presidential politics scholar at the University of Minnesota. The Clinton campaign also believes economic populism is now mainstream in both parties. It held back a middle-class tax cut plan during the primary, believing that rolling it out in the general election will energize  both moderates and progressives. While her tax measures thus far have focused on specific tax credits, the campaign is now aiming to deliver a broader middle-class tax relief plan with a specific dollar amount, according to one aide. Clinton telegraphed the approach in a speech a week ago after sweeping four of five Eastern primaries that all but mathematically extinguished Sanders' hopes of clinching the nomination.",Newspapers,2016,"person, policy","['middle-class tax cuts', 'tax credits']"
2554184790,Treasury Official Backs Global Tax Deal,7/23/2021,New York Times Company,"He suggested that a lack of clarity and consensus in the international tax system was leading to greater double taxation that, if left unchecked, could cause corporations to pull back cross-border investment.""The effect of those diminished transactions would spread well beyond big companies and their shareholders, because the activity of multinationals is the backbone of the success of globalization,"" Mr. Grinberg said. ""And none of that would be good, because although it certainly has its flaws, globalization has brought benefits not just for multinational corporations but for people in the United States and around the world.""The Biden administration has argued that its international tax proposals would bring more fairness to the United States and to economies around the world. They would do so, it says, by putting an end to a system that allows corporations to pay less tax than middle-class workers and by giving nations more tax revenue that they could spend on infrastructure and other public goods. Mr. Grinberg said this would be in the interest of corporations, arguing that the sense of unfairness was creating a landscape that is problematic for global businesses.""Could globally engaged multinational business succeed if economic populism, protectionism and anti-immigrant sentiment were to become the order of the political day?"" he said.Much remains to be done between now and October, when international negotiators hope to complete the pact. Ireland, Estonia and Hungary have yet to join the agreement, and their resistance could block the European Union from moving ahead with the plan.The Biden administration hopes that Congress will approve its proposed changes to the U.S. global minimum tax this year and that it will consider the proposal to allow other countries to tax America's large multinational companies next year, after technical work on that plan is completed.The tax negotiations have been a top priority for Janet L. Yellen during her first year as Treasury secretary.",Newspapers,2021,"policy, ideology",[]
1771380392,Can Clinton unite the party?,3/9/2016,Los Angeles Times Communications LLC,"""There's going to be no reluctance on his part"" if Clinton wins, Sanders' chief strategist, Tad Devine, told me. ""He has said that Hillary Clinton is extremely well qualified to be president. Meanwhile, he's competing, and it's going to go all the way to the end of the primaries."" Warren hasn't said when she'll make an endorsement, but she's already thinking about how she could play a role in helping Clinton win -- and, meanwhile, nudging Clinton toward more progressive positions. ""Economic populism is driving a lot of the debate,"" a person familiar with Warren's thinking told me. ""She knows how to communicate and operate in that space. She takes seriously her role in helping Democrats get it right."" Warren has already lobbied Clinton to support expanding Social Security benefits, a favorite progressive goal. Last month, Clinton promised not to seek benefit cuts and said she wants to increase benefits for the poorest beneficiaries.",Newspapers,2016,"person, policy, ideology",['expanding Social Security benefits']
2227318887,Biden's lead shakes notion of Democrats' leftward rush,5/20/2019,WP Company LLC d/b/a The Washington Post,"Biden earned some early union support in the form of an endorsement from the International Association of Fire Fighters. But other labor leaders are uncomfortable with his recent comment that NAFTA, which they consider harmful to U.S. workers, ""made sense at the moment.""
Sara Nelson, president of the Association of Flight Attendants, which has not yet endorsed a presidential candidate, predicted that more attention will be on NAFTA in coming weeks. ""Once we have a real debate among the Democratic candidates, and you start to talk about the things that people care about, I think he's going to have a harder time defending where he is on this issue,"" Nelson said of Biden.The former vice president has vocally embraced many economically populist themes. He regularly rails against the greed of corporate executives, saying they punish workers in hard times but reward Wall Street in times of plenty. That sentiment dovetails with his longtime political identity as a champion of the ordinary working people who were his neighbors in Scranton, Pa. ""They are squeezing the life out of workers,"" he said at his announcement speech in Pittsburgh.",Newspapers,2019,"person, policy, ideology","['corporate reform', 'workers rights']"
1459084581,Happy Hour Roundup,4/25/2017,WP Company LLC d/b/a The Washington Post,"Seems like you could do a lot with that "".gop"" domain suffix. * James Downie points to a poll showing that people don't think Democrats are in touch with their concerns, which could be a real problem for them. * Steve Benen argues that Trump is helping revive support for bigger government. * David Atkins explains how a recent set of executive orders Trump signed shows that his ""economic populism"" has disappeared, if it ever existed at all, leaving behind nothing but bigotry. * At The Week, I argued that if Trump is going to negotiate a budget bill, he'll have to forget everything he thinks he knows about dealmaking. * The Monkey Cage gives us the rundown on who protested in March, and what they were on about. * And Christina Cauterucci says that the child care plan that Ivanka Trump wants Congress to adopt could give families of modest incomes as much as $20 to help them afford child care.",Web Resources,2017,"person, policy",['child care subsidies']
2339039092,"US Senate passes trade deal with Mexico, Canada",1/16/2020,dpa Deutsche Presse-Agentur GmbH,"Washington (dpa) - A trade pact between the United States, Mexico and Canada - championed by US President Donald Trump but also claimed as a victory by the opposition Democrats - passed in the US Senate on Thursday by a vote of 89-10 and is expected to be signed into law.The United States–Mexico-Canada Agreement (USMCA) will update and replace the 25-year-old North American Free Trade Agreement (NAFTA). NAFTA was long controversial, amid accusations by labour unions and some economic populists that it killed certain well-paying jobs in the US, even as it boosted overall economic output and created new employment opportunities. The USMCA was signed more than a year ago by the leaders of the three countries, having been primarily championed by President Donald Trump who campaigned against NAFTA in 2016. But passage was delayed in the US Congress until last month. Democrats claimed victory with a revised version of the USMCA that they say will better protect US workers.",Newspapers,2020,"person, policy","['trade protectionism', 'workers rights/labor protections']"
3082054739,Democrats refocus political messaging,7/18/2024,Gannett Media Corp,"""They pretended that they are a pro-worker, pro-union party. But ... America saw right through their act,"" Quentin Fulks, a Biden-Harris deputy campaign manager, said at the top of the news conference. Their remarks come as some parts of the GOP have ventured into a new brand of economic populism. On Monday, Teamsters President Sean O'Brien had railed against big business in a prime-time address at the convention and called out politicians who oppose labor unions regardless of their party. Vance is a strident critic of the party's internationalist wing who has voiced his support for antitrust legislation, and, like Biden, visited a United Auto Workers picket line. It's unclear how much sway Vance would hold in a second Trump term.",Newspapers,2024,"person, policy, group",['antitrust legislation']
1676581596,Sanders is 'running ... to win',4/30/2015,Gannett Media Corp,"""There's no doubt Sen. Sanders will force a spirited discussion within the Democrat Party on the issues, something Hillary Clinton has sought to avoid in her pursuit of a coronation,"" said RNC press secretary Allison Moore. Democratic National Committee spokeswoman Holly Shulman said Democrats ""expect a competitive primary for the Democratic nomination."" Sanders will bring populism to the Democratic primary, said a spokesman for the Progressive Change Campaign Committee. ""The goal of many progressives in 2016 is to ensure that the election is fought over big, bold, economic populist ideas like expanding Social Security benefits, a national goal of debt-free college, Wall Street reform, public financing of campaigns and creating millions of clean-energy jobs,"" said Adam Green, the group's co-founder. ""Bernie Sanders will certainly help pull the debate in that direction."" Some progressive groups said they are still hoping for Sen. Elizabeth Warren of Massachusetts to seek the Democratic nomination. Warren has said she does not intend to run for president.",Newspapers,2015,"person, policy, group, ideology","['expanding Social Security', 'free public college', 'Wall Street reform', 'campaign finance reform', 'clean energy jobs']"
2046827590,The final showdown,10/19/2016,POLITICO LLC,"Tim Kaine said America is not a nation where people ‘walk on by’ those in poverty. … In a city whose history Donald Trump channels into his narrative of a nation that neglects its workers through corrupt trade deals, Kaine spoke of not just rebuilding Detroit but reshaping the city and the country into a place where those in poverty are no longer in peril through an agenda put forth by him and Hillary Clinton” Read more. THE LEFT LOVED IT — Kait Sweeney, Progressive Change Campaign Committee Press Secretary, emails: “It’s great to see Clinton and Kaine keeping the volume high on their bold progressive promises like expanding Social Security, debt-free college, a $15 minimum wage, the public option, and opposing the TPP. Hillary Clinton can avoid being outflanked in Wednesday's debate by Donald Trump's faux economic populism by being vocal on these popular progressive ideas” COLLATERAL DAMAGE — WSJ’s Rachael King: “Months before Salesforce.com Inc. considered buying Twitter Inc., the company was looking at more than a dozen acquisition targets that didn’t include the social-media giant, according to an internal presentation for its board members.“The presentation came from a trove of thousands of former Secretary of State Colin Powell’s emails that was published in September by DCLeaks, a website of self-described “hacktivists” that releases documents from government officials and other prominent people. Mr. Powell sits on Salesforce’s board of directors.” Read more.GOLDMAN STRIKES GOLD — FT’s Ben McLannahan: “Goldman Sachs has achieved its first double-digit return on equity of the past six quarters, as brighter capital-markets conditions allowed the Wall Street bank to benefit from the shakeout of weaker competitors.“The upbeat commentary was consistent with other big US banks such as JPMorgan Chase, Citigroup and Bank of America Merrill Lynch, which all reported better than expected figures from their investment banking divisions, which span trading and advisory activities.” Read more.ROUND AND ROUND IT GOES — POLITICO’s Zachary Warmbrodt: “Hillary Clinton's campaign advisers disagreed about how tough the former Secretary of State should be when it came to the ‘revolving door’ that circulates people between jobs in Washington and Wall Street, according to email conversations released by WikiLeaks.“The dispute arose in a string of August 2015 messages — unverified by the campaign — where aides provided input on an op-ed that Clinton planned to publish with Sen. Tammy Baldwin (D-Wis.)” Read more.SUING SAMSUNG — “Samsung Electronics Co Ltd's U.S.",Web Resources,2016,"person, policy, ideology","['expanding Social Security', 'debt-free college', '$15 minimum wage', 'public option', 'trade protectionism']"
923761045,Obama trying to woo back blue-collars,1/29/2012,Owensboro Messenger Inquirer,"It was his chance to wedge himself into the noise of the Republican primary campaign for 66 minutes of uninterrupted television time, and he took advantage of it. 

It was a blue-collar speech, aimed largely at the swing voters Obama most needs to woo -- middle- and low-income workers still struggling in the recession's wake. His challenge was to convince them that, on economic policy, he is on their side. 

To make his case, Obama even borrowed a few issues from the Republican candidates who have been excoriating him _ an entire agenda of economic populism that had, until now, received relatively slight attention from the White House. He called for a new drive to attract manufacturing jobs back from overseas, a major plank of Rick Santorum's campaign. He promised to get tough on unfair trade practices in China, a major plank of Mitt Romney's campaign. And he called for much more domestic production of oil and gas, a favorite plank of every Republican's campaign.",,2012,"person,policy","['trade protectionism', 'manufacturing jobs reshoring']"
3126876723,A different shade of blue,11/12/2024,Philadelphia Media Network (Newspapers) LLC,"In the most recent session, Burns voted against bills that would create universal background checks for firearm purchases, add LGBTQ nondiscrimination protections to state law, and shield doctors and patients from out-of-state abortion prosecutions. All of these measures passed, but didn’t advance out of the GOP-controlled state Senate. DeWeese credited state House Democratic leadership for advancing the party’s agenda without Burns’ vote. They did so by getting suburban Republicans on board, which allowed Burns to cast a no when ""everyone in that room on both sides of the aisle knew he could not survive certain votes.""
Those no votes were combined with some targeted economic populism. For instance, Burns sponsored a new law that allows the children of military families based in Pennsylvania to get in-state tuition even if they are redeployed to another location. He also voted for parts of House Democrats’ economic agenda, including budget deals that put billions of dollars into public education, an unsuccessful effort for new railroad regulations after the East Palestine train wreck, and a bill that would have increased utility consumer protections. Burns has made these political calculations during a 16-year span in which his district and his region have shifted rapidly.",Newspapers,2024,"person, policy","['railroad regulations', 'utility consumer protections']"
1924374238,#2020Vision: Rep. Delaney enters 2020 race; Warren's fingerprints on the Democratic agenda,7/30/2017,"Uloop, Inc.","Republicans tried to troll Democrats into voting for a single-payer bill that had no hope of passing Thursday. Democrats didn't take the bait. Warren's fingerprints on Democrats' agenda
Warren was among the Democrats in Berryville, Virginia, to roll out a new agenda for the midterm this week. It was all economic populism, all the time, with a big anti-trust emphasis. Where'd that come from? Read this June 2016 Warren speech at a New America think tank event, and you'll see her fingerprints all over it. Speaking of anti-trust, New Jersey Sen.",Newspapers,2017,"person, policy, ideology",['anti-trust']
2011511657,Top economic adviser quits Trump amid dispute over trade,3/7/2018,Postmedia Network Inc.,"""I am grateful to the president for giving me this opportunity and wish him and the administration great success in the future.""
Trump's announcement on Thursday that he would press forward with a 25-per-cent tariff on steel imports and 10 per cent on aluminum left markets reeling and was a public rebuke of Cohn, the director of the National Economic Council, who had furiously lobbied against the penalties. One person with knowledge of the chaotic West Wing decisionmaking process said Cohn and Commerce Secretary Wilbur Ross, who had recommended the tariffs to the president, privately argued over the issue just hours before it was announced. The tariffs appeared to mark the tipping point for Cohn, 57, a registered Democrat who made clear that he saw his job in the administration to be an advocate for business-friendly economic principles. He helped Trump steer a large package of tax cuts into law last year but proved unpersuasive on trade, where Cohn was a stark counterpoint to nationalists and economic populists in the administration led by former chief strategist Stephen Bannon. His departure may cause further turmoil in financial markets, where investors saw him as a steady hand in an unpredictable administration, and leaves uncertainty about Trump's economic agenda. Trump expressed gratitude to Cohn in a written statement: ""He is a rare talent, and I thank him for his dedicated service to the American people.""
CREDIT: Bloomberg",Newspapers,2018,"person, policy",['trade protectionism']
1767617812,Bernie Sanders rallies supporters in Virginia,2/24/2016,Gannett Media Corp,"-- Sen. Bernie Sanders brought his presidential campaign to a Super Tuesday state on Tuesday, telling supporters there's ""a lot of pain"" touching every demographic in the country. ""We are listening,"" he said. The Vermont independent said his economic populist agenda aims to pay workers a higher minimum wage, provide pay equity for women, and reform the criminal justice, immigration and campaign finance systems. ""What our campaign is about is not getting advice from millionaire campaign contributors,"" Sanders told a crowd of about 4,500 gathered at Scope Arena. ""I don't have millionaire campaign donors. We are able, then, to listen to ordinary people."" Virginia is one of 11 states that will hold Democratic primaries or caucuses on March 1.",Newspapers,2016,"person, policy, ideology","['higher minimum wage', 'pay equity for women', 'criminal justice reform', 'immigration reform', 'campaign finance reform']"
2967033228,PAJAMAS MEDIA - THE LATEST INDUSTRY NEWS INCLUDING PEERS,3/18/2024,News Bites Pty Ltd,"What's driving the increase is Americans' growing fear that no matter who wins the election, about half of us think that violence will be a ""feature"" of future elections. 
Source : Company Website



+   PAJAMAS MEDIA RAISING CORPORATE TAXES DOESN'T MAKE TAXES 'FAIRER' AND CUTS WAGES FOR THE MIDDLE CLASS

Joe Biden wants to raise corporate taxes a trillion dollars over the next decade. Not a dime of that increase will go to cutting the budget deficit. That shouldn't surprise anyone who listens to Biden's economic populist mantra of getting corporations to pay their ""fair share"" of taxes. 
Source : Company Website



+   PAJAMAS MEDIA DID THE NEW TRUMP RNC JUST GIVE BIDEN A LIFE LINE IN NOVEMBER? 
While it is a good thing that Ronna Romney McDaniel is no longer running the Republican National Committee, after the 2020 presidential election and the 2022 midterms, she understood that as long as Democrats were the only party embracing early voting, they'd always have an advantage. 
Source : Company Website



+   PAJAMAS MEDIA SCHUMER WANTS NETANYAHU OUSTED, CALLS FOR NEW ELECTIONS IN ISRAEL

I'm old enough to remember when Democrats expressed outrage over foreign countries allegedly trying to interfere with U.S.",Newspapers,2024,"person, policy, ideology",['raising corporate taxes']
1767617812,Bernie Sanders rallies supporters in Virginia,2/24/2016,Gannett Media Corp,"-- Sen. Bernie Sanders brought his presidential campaign to a Super Tuesday state on Tuesday, telling supporters there's ""a lot of pain"" touching every demographic in the country. ""We are listening,"" he said. The Vermont independent said his economic populist agenda aims to pay workers a higher minimum wage, provide pay equity for women, and reform the criminal justice, immigration and campaign finance systems. ""What our campaign is about is not getting advice from millionaire campaign contributors,"" Sanders told a crowd of about 4,500 gathered at Scope Arena. ""I don't have millionaire campaign donors. We are able, then, to listen to ordinary people."" Virginia is one of 11 states that will hold Democratic primaries or caucuses on March 1.",Newspapers,2016,"person, policy, ideology","['higher minimum wage', 'pay equity for women', 'criminal justice reform', 'immigration reform', 'campaign finance reform']"
2052508253,What a former vice president can teach Democrats about racial and economic inequality,6/8/2018,WP Company LLC d/b/a The Washington Post,"Fairness can't be achieved after the fact; it has to be part of the process. Recently, potential presidential candidates Cory Booker, Kirsten Gillibrand and Bernie Sanders have signed on to a Wallace-like federal jobs guarantee. But as we've seen just this week in California's Democratic primaries, progressives are still testing out a variety of approaches to problems of economic and racial inequality, searching for the policy proposals — a $15 minimum wage, free college tuition, abolishing ICE, ending mass incarceration — that will move the electoral needle. Meanwhile, still uncertain that the white working class will listen to economic populism if it's mixed with ""identity politics,"" some mainstream Democrats deeply fear that these progressive demands will continue to alienate voters lost to the GOP in the last election. The future of the Democratic Party, in other words, is still very much in flux. But progressives do have effective models for achieving the synthesis of race and class they desire. Rather than shun Henry Wallace for his quixotic idealism, progressives could usefully look back to him for an example of why racial and economic inequality must be solved together.",Web Resources,2018,"person, policy, ideology","['federal jobs guarantee', '$15 minimum wage', 'free college tuition']"
1646549407,"Obama Reignites Tax Fight --- GOP Pans State of the Union Proposal to Boost Inheritance, Capital Gains Levies",1/20/2015,Dow Jones & Company Inc.,"Sander Levin of Michigan, the top Democrat on the House Ways and Means Committee. The White House hopes, at minimum, that Mr. Obama's proposals put political pressure on Republicans to come up with their own plans. The president's ideas could also soothe lawmakers in his own party who are being asked by the White House to support new trade pacts they oppose. Mr. Obama's annual address to the nation Tuesday night appears designed to cement a legacy as an economic populist and provide a road map for Democratic candidates looking to rouse middle-class support in the 2016 elections. ""If Republicans, who now speak of poverty and income inequality with some regularity, want to defend a tax loophole of trust funds for the wealthiest of Americans, then we look forward to hearing that argument,"" a senior administration official said, referring to the proposal to tax additional inherited assets. Republicans already are irked by the president's threats to veto two of the first pieces of legislation the new GOP-controlled Congress is considering: approving the Keystone XL pipeline and altering the Affordable Care Act. Some in the GOP said the president's tax plan underscores a growing view that Mr. Obama appears unwilling to make significant compromises.",Newspapers,2015,"person, policy, ideology",['tax inherited assets']
1786227178,"Clinton to bend, but not too far, to woo Sanders voters",5/3/2016,Gannett Media Corp,"Polls show only a little more than a third of voters consider her ""honest"" and ""trustworthy."" However, Democrats are betting if Donald Trump is the Republican nominee, he'll drive moderate suburban swing voters, and possibly some Republican women, into Clinton's column. That means the risks that come with alienating the Democratic base may be greater than those of failing to court  centrist voters. ""They may not need to move too far to the center because many of these suburban swing voters are so repelled by Trump,"" said Larry Jacobs, a presidential politics scholar at the University of Minnesota. The Clinton campaign also believes economic populism is now mainstream in both parties. It held back a middle-class tax cut plan during the primary, believing that rolling it out in the general election will energize  both moderates and progressives. While her tax measures thus far have focused on specific tax credits, the campaign is now aiming to deliver a broader middle-class tax relief plan with a specific dollar amount, according to one aide. Clinton telegraphed the approach in a speech a week ago after sweeping four of five Eastern primaries that all but mathematically extinguished Sanders' hopes of clinching the nomination.",Newspapers,2016,"person, policy","['middle-class tax cuts', 'tax credits']"
1848074685,Raw deal,11/24/2016,"Chicago Reader, Inc.","Now let's talk about what's actually in this ten-point plan. This so-called ""new deal"" repackages and remixes campaign promises about the economy and policing in an attempt to sell a generic plan to this specific group of people. It includes Trump's ""America First"" foreign policy to redirect money spent on building democracies abroad, and regulatory changes so that small businesses-including black-owned ones-have an easier time getting the credit they need. But for all its sweeping economic populism, the platform does nothing to address the disproportionate killings of often-unarmed black people by police officers, the issue that's been the biggest rallying cry of the Black Lives Matter movement since its inception. There's no mention of scaling back mass incarceration. Trump doesn't even promise to pick a Supreme Court justice who would ardently defend the civil rights of black people. And if one reads into his nomination for attorney general-Alabama senator Jeff Sessions, a man who in the 1980s was deemed too racist for a federal judgeship under President Reagan-it appears that Trump couldn't care less about civil rights, even if his plan promises ""equal treatment"" under the law.",Newspapers,2016,"person, policy, ideology","['America First foreign policy', 'regulatory changes for small business credit access']"
1677223315,Sanders says he can win Democratic nomination with grassroots support,4/29/2015,"USA Today, a division of Gannett Satellite Information Network, Inc.","It made a lot more sense for me to work within the Democratic primary system where it's much easier to get on the ballot and have a chance to debate the other candidates.""  Sanders will force Clinton to engage in a real primary debate, said a spokeswoman for the Republican National Committee.  ""There's no doubt Senator Sanders will force a spirited discussion within the Democrat Party on the issues, something Hillary Clinton has sought to avoid in her pursuit of a coronation,"" said RNC press secretary Allison Moore.  Democratic National Committee spokeswoman Holly Shulman said Democrats ""expect a competitive primary for the Democratic nomination.""  Sanders will bring populism to the Democratic primary, said a spokesman for the Progressive Change Campaign Committee.  ""The goal of many progressives in 2016 is to ensure that the election is fought over big, bold, economic populist ideas like expanding Social Security benefits, a national goal of debt-free college, Wall Street reform, public financing of campaigns, and creating millions of clean-energy jobs,"" said Adam Green, the group's co-founder. ""Bernie Sanders will certainty help pull the debate in that direction.""  But some progressive groups said they are still hoping for Sen. Elizabeth Warren, D-Mass., to run. Warren has said she does not intend to enter the Democratic primary.",Newspapers,2015,"person, policy, group, ideology","['expanding Social Security', 'free public college', 'Wall Street reform', 'campaign finance reform', 'clean energy jobs']"
3110875094,"In fight to be No. 2, Vance and Walz share humble roots that created different paths",9/29/2024,Los Angeles Times Communications LLC,"Though he backed more liberal policies as governor — like providing free meals for all children in the public schools — his profile as a teacher and coach helped sustain his broader appeal.“Walz is a successful messenger for Vice President Harris with a demographic that might not otherwise be her natural constituency — white working-class or middle-class voters who are rural or in small towns,” said Goldstein, who has written two books about the vice presidency. “As a high school teacher, National Guard member, football coach and gun owner, he might seem to have more in common with them.”Although Trump held a wide 56%-to-42% advantage among white registered voters early in September, views among whites were much more positive for Walz, according to a survey by the Pew Research Center. Walz’s favorable rating was just 2 percentage points lower than his unfavorable rating in the Pew survey.“He is one hell of an effective communicator and an extraordinarily likable person,” Kamarck said.The trajectory of the two vice presidential campaigns has followed a familiar pattern: initial bursts of enthusiasm, followed by a more critical review of their past actions and statements.More attention has been focused on Vance’s past statements, including his suggestion in a 2021 speech that parents should have more voting power than other citizens. “If you don’t have as much of an investment in the future of this country,” he said, “maybe you shouldn’t get nearly the same voice.”During the campaign, Vance explained that his remarks on voting amounted to “a thought experiment” and not a serious policy proposal.The Republican’s past statements shadowed him again Friday, when the Washington Post revealed a previously secret online communication: “Trump has just so thoroughly failed to deliver on his economic populism (excepting a disjointed China policy),” Vance wrote in February 2020.The statement contradicted Vance’s public support of Trump and his previous claims that his skepticism about his current running mate faded after Trump’s strong performance in the White House. A spokesperson for Vance explained that, despite appearances, the previously private critique was actually aimed at “establishment Republicans who thwarted much of Trump’s populist economic agenda.”Walz also has been forced to explain some of his past statements, particularly his claim — during a discussion of gun control to curtail school shootings — about “weapons of war, that I carried in war.”Though he served in the National Guard for 24 years, Walz never deployed to a war zone. Pressed about his claim, the campaign released a statement saying that Walz “misspoke.”On the stump this summer, the specter of Vance’s previous controversies has often faded, allowing him to prosecute a familiar complaint: that Democrats presided over an economy that pushed prices out of sight.He told a rally in Raleigh, N.C., last week that eggs that once went for about $1.50 a dozen have jumped in price to “close to $4.” (Vance was lambasted for making the same claim at a Pennsylvania grocery story while standing in front of an egg display that showed a dozen priced at $2.99.)The GOP vice presidential candidate also said in the Tar Heel State that the price of ground beef had jumped up to nearly $6 a pound, which he blamed on “Kamala Harris’ policies,” adding: “We just need to get back to commonsense economic policies so that American families can afford to feed their children the food that they want.”Vance echoed Trump in blaming escalating prices in large part on higher fuel costs. The Republicans say they will bring prices down by expanding petroleum production.",Web Resources,2024,"person, policy",[]
2830266260,The bench is out there: Democrats hunt for a new generation – and Clinton's VP,4/18/2015,Guardian News & Media Limited,"“That’s part of what people see in him, in addition to the fact that he’s simply well-spoken and attractive as a candidate.”Castro has already emerged as a favorite in Democratic circles for his record on issues such as poverty, education, healthcare and workforce development. At HUD, he has focused on extending housing vouchers to domestic abuse victims and ending veteran homelessness.“People who view Secretary Clinton as too captive of the center might actually like to have Julian Castro on the ticket – he’s a progressive,” said Smith.Castro has deflected questions on his political ambitions, but many have viewed his move out of Texas and directly into the Obama administration as a hop-step introduction to national politics.“I’m trying to do a great job as HUD secretary. If you do a great job, that opens up opportunities, sometimes opportunities you don’t even see in the future,” he told the Daily Beast last month.The risk of over-thinking ageWhile Democratic aides uniformly sang Castro’s praises, one operative cautioned that “a younger running mate just for the sake of having a younger running mate isn’t good for either party”.“People see through optical moves,” the aide, who works on down-ballot elections, told the Guardian. “It’s the shifting of [Clinton’s] stance on certain issues – like economic populism – that is going to bring her more in line with the kids these days, if you will, more so than having a 40-year-old running mate.”Rubio’s own decision to emphasize age could backfire, as some of his prospective Republican opponents question whether he has the experience to take on the role of commander-in-chief.Former Texas governor Rick Perry, who may make his own second bid for president, drew a comparison between the likes of Rubio, 44-year-old Ted Cruz and 52-year-old Rand Paul to another “young, inexperienced senator”: Barack Obama.“Do you want to take a chance on someone who doesn’t have an executive track record of being an executive? When you walk off the Senate floor, you walk off the Senate floor,” Perry said at the Republican Leadership Summit on Thursday in Nashua, New Hampshire. “You don’t walk away from things when you’re governor. You have to deal with things.”For his part, Rubio knows how to count.",Web Resources,2015,"person, policy",[]
1781479714,Racial overtones in Harvard's board election,4/18/2016,"Boston Globe Media Partners, LLC","The board meets five times annually and has little power beyond helping the school set long-term goals.   But this year, the election is causing a stir on campus, among alumni, and beyond.   Conservative software engineer Ron Unz, who led a successful 2002 ballot initiative that severely limited bilingual education in Massachusetts, has rounded up four other candidates -- including Ralph Nader -- on a platform of making Harvard tuition free for undergraduates and questioning its use of race in admissions.  The race veered into new territory last week, after opponents of Unz brought to light his funding of some authors and researchers with views critics brand as white supremacist, including several who write for a website that professes ""diversity per se is not strength, but a vulnerability.""  Unz, a member of the Harvard class of 1983, defended his donations to VDare.com writers and others, including $600,000 to Gregory Cochran, who posited in an article that a ""gay germ"" causes homosexuality, and $24,000 to Steven Sailer, who wrote that combining economic populism with ""white party"" issues would win the presidency.   Unz, who is also running for US Senate in California, said he does not agree with or support the positions taken by all the writers, including Cochran and Sailer, he supports financially but wants to provide an assist to ""alternative media.""   ""I most certainly do NOT stand behind everything said or written by everyone with whom I'm friendly, whose writings I publish, or even who have been the recipient of my financial support over the years,"" Unz said in an e-mail last week.  As part of his Free Harvard/Fair Harvard campaign, Unz is also pushing for more information about the university admissions process, which prior analyses, he said, found tilted against Asians in favor of less-qualified minorities.   Meanwhile, Harvard is facing a lawsuit from a coalition of Asian-American groups, also claiming it discriminates against Asians in admissions.",Newspapers,2016,"person, policy",['free college tuition']
2599642505,Spending and voting,11/20/2021,"The Economist Intelligence Unit N.A., Incorporated","The total price-tag of $1trn is higher than the Democrats' most recent infrastructure-focused stimulus package, Barack Obama's 2009 American Recovery and Reinvestment Act (arra). Will voters be madly grateful? Probably not. ""Economic populism,"" as Democratic Party staffers and strategists call the tactic, may be more white whale than silver bullet. Our analysis of US House election results in 2008 and 2012 reveals that the party did not do any better in counties that saw higher per-person arra funds than in those that saw less. We looked at the change in the Democrats' share of votes cast in competitive House races, weighing arra funding per person in each county against the Democrats' share of the vote in that county in 2008, the percentage of white, non-college-educated voters living there, the number of people per square mile, the unemployment rate in 2008 and a few other factors. After adjusting for these, arra funding had no effect on the party's performance.",Magazines,2021,"policy, ideology",['infrastructure spending']
2042394708,Strike tests Trump’s appeal to blue-collar workers,2/6/2017,POLITICO LLC,"WATERFORD, N.Y. — An early test of President Donald Trump’s relationship with organized labor is taking place here at a chemical plant on the banks of the Hudson River.With his message of economic populism, Trump — who ran better among union households than any Republican since Ronald Reagan in 1984 — has a unique opportunity to drive a wedge between Democrats and blue-collar workers. But he’s also surrounded by corporate executives who seem to have his ear.There’s no better example of those conflicting pressures than the strike outside the Momentive Performance Materials plant, where workers have been picketing for close to 100 days, protesting the latest round of givebacks demanded by the hedge fund managers who bought the plant when General Electric spun it off in 2006. That group of managers until recently included Steve Schwarzman, head of the private equity giant Blackstone — who chairs Trump’s advisory panel of CEOs known as the Strategy and Policy Forum. The panel’s mandate, Trump has said, is to “discuss all the things you think we can do to bring back our jobs.”While Trump has been quick to rip companies on Twitter when they move jobs overseas, he hasn’t yet used his bully pulpit to take sides in a labor-management dispute.",Web Resources,2017,"person, policy, group, ideology",[]
